6011704274544411,,154.51
4539129266456564,,990.24
2720529845825788,,591.31
5341039477743640,,974.77
4556904509852516,,968.5
4556626189625298,,983.84
2307250129432396,,931.29
4929475246431,,42.32
4916025819527765,,905.08
5123979246468694,,467.32
4929388994903705,,24.71
2720839209272059,,332.74
2720200818344203,,436.89
4716050071122859,,832.29
2619695002936942,,494.0
4716790154521382,,320.09
4539861351230591,,839.55
2644932583056876,,306.68
5410432947962922,,967.05
2720509601451045,,434.1
4929922807369223,,204.44
5101222143789110,,140.75
4485668628505,,891.05
4741632525906679,,395.78
4556274578352461,,6.12
345028829344816,,111.21
4532838079793982,,223.95
4916429816245,,240.02
4716189343670616,,977.46
5471350475957351,,414.63
4485981908204,,407.39
4539876740411538,,981.41
4716942183246594,,72.45
5397186482144331,,584.84
2495315557622370,,715.33
5236043558855479,,322.47
5458722119549355,,310.81
5115745969994244,,978.56
5301265185447681,,863.4
4929075038681609,,167.5
2221410751080367,,394.16
4556357000425193,,811.59
5228077537192786,,928.3
6011983951502914,,820.24
2658919689972398,,912.99
3528574209503904,,72.98
4863152964600859,,193.29
4916168484981,,298.02
342531940417398,,829.09
3589864726689625,,34.84
6011522976868106,,617.06
3589217497284011,,296.52
4716028562141018,,557.93
6011526888903166,,37.83
4916539527123931,,22.35
4716314488738941,,200.94
371077149390386,,953.09
4539332018878503,,141.26
4676228125678534,,727.49
4024007133118850,,458.71
4539824900105516,,503.34
3589706025484101,,135.63
3528564190766438,,704.11
5241723492658906,,672.4
4716791859294218,,834.0
5227032074250670,,666.67
4485590012881377,,731.63
4916949118946139,,660.1
4532474751025525,,748.96
6011542765974337,,876.9
4532651909399486,,152.59
4929963300675757,,439.28
4539611251293805,,968.69
2221446944497050,,527.4
2635976176785400,,242.94
5423387143862257,,532.0
344259461307206,,981.79
5499205952737767,,880.55
5575351426399110,,491.45
5359465977390211,,65.47
4916269356423729,,54.34
4539017356059929,,957.66
4916783797005358,,278.88
4024007127116969,,856.5
2548734953138368,,381.86
3589036389885945,,4.92
5388620522760376,,894.34
6011953897632869,,868.99
5311246605572082,,422.02
4024007170828,,790.52
4556841934837664,,726.46
2304286478402054,,512.05
4539228267293,,50.26
4916251023803103,,56.52
4299407208816610,,465.04
2638917395831788,,349.62
5320524021162079,,665.14
5584463628665484,,309.48
2341465494397143,,712.55
5489737033760279,,914.63
4916465023859275,,385.4
2693944078938732,,724.09
3528289636786226,,45.69
2221133923678997,,265.1
4716353589028,,308.61
2659652943608008,,629.51
4716158382023037,,67.93
4485989150198281,,85.98
4024007114917,,444.66
2625158865757535,,172.76
5394475316700001,,102.54
2720561191413927,,450.51
4929453476451662,,844.84
4539705305393270,,300.23
4916998050193143,,497.19
6011433037492326,,691.4
6011915588883390,,508.63
347592347763458,,743.76
5175794016655322,,311.65
4716881936298926,,304.48
4024007122779,,353.25
4201332183974043,,446.63
2486433837814211,,576.96
4916364874312544,,424.74
3589800882728674,,930.27
4539173167656989,,357.97
4556996481705266,,138.95
6011810802315883,,365.39
6011847425752779,,484.68
4539022909041,,35.1
4716294136275696,,687.1
4024007174020486,,417.69
6011040184828028,,600.05
5120642340926958,,213.65
2439713852432181,,159.33
4539409164207792,,756.71
3528723187607886,,322.91
2670008917366070,,164.26
2458674736521522,,777.31
4485116570883173,,108.09
4549909765949310,,875.07
342912042958531,,957.35
4716926769410336,,561.68
4556945307544797,,834.73
5568868862310391,,315.74
4716222151241236,,776.24
5221741208905712,,599.35
4539181108245,,866.46
2304412782598482,,907.13
6011767917476812,,345.7
4024007180264,,505.88
4485432146198370,,416.9
4916091782475994,,178.04
4916483932179099,,875.12
3589587332239879,,305.38
4532361468088500,,128.65
5259241661153335,,17.36
6011259768256428,,416.9
4485566629015245,,920.83
5500624296663702,,968.97
342348070951967,,771.77
4556932447516,,577.04
4556284215301359,,209.47
2662366583789482,,783.11
4916731546968038,,169.07
4532406994044,,238.67
3528888142643894,,182.84
4539145424159619,,551.69
4539925312725260,,777.92
4716859939831117,,502.86
4716629961407,,312.07
4024007131067513,,302.09
4024007141082197,,24.6
378837773091359,,230.15
4024007109106889,,109.71
6011573223949751,,739.87
3589218119538420,,184.75
2555297704636189,,824.11
4532069402983294,,422.5
346154947925721,,328.36
5534956901866860,,829.88
4539265315283565,,573.92
2673035605459534,,390.76
4929850744206648,,842.8
3589094212915850,,215.55
3528660248469882,,945.39
4556714148365,,27.8
5306191821509269,,670.99
4989963707812216,,871.29
4716537547550879,,253.54
4556453169509826,,386.64
6011048916505954,,86.93
4716725043589,,640.83
3589055377643033,,699.92
4716953767313,,711.56
2632119982539017,,861.98
5352518603411459,,8.65
3528146711258762,,322.21
4539449694354698,,714.26
5505521005601871,,454.34
6011078824713440,,230.09
4929088462045,,737.92
376873099607901,,128.88
373196600063551,,511.93
5513265170573057,,75.81
3528956945277424,,926.87
3528092202603787,,597.76
4929093858151892,,73.3
5326587591619574,,13.7
3589107584130435,,576.87
4716198045191888,,240.2
5154516785970649,,369.79
4532536060060078,,46.47
2720414528720376,,143.05
5339112668288255,,447.84
3528576639992151,,26.72
2302677830162869,,597.5
4716372571364678,,537.27
348915909742777,,887.44
6011804521174390,,840.22
4716892526861767,,788.08
4916744570384220,,362.81
2697706786346789,,602.04
2347737991341244,,964.82
4539110320093,,380.96
4391319966182811,,424.56
5153207733087246,,898.37
5190347252407592,,881.08
2545098380451197,,43.36
4556514351254172,,848.27
2720252967597305,,116.77
3528751128508087,,713.53
6011858217452783,,2.65
5371173587271565,,363.24
4539980174667878,,863.95
5244982503755054,,851.12
4964813666699592,,154.61
5207863055817937,,870.6
2221668247290169,,633.89
6011623772882547,,252.65
4716775119121410,,953.39
4485405471006780,,31.74
2508479585646994,,879.89
4685669094611,,999.45
4532543257186773,,6.8
2640679959915441,,758.57
2221864967412501,,590.08
4929269233033142,,386.91
379782114688647,,413.01
4024007150325,,152.35
2720434437391150,,886.77
3528339269117676,,711.69
6011707047797232,,752.78
5181781666429100,,562.61
4539827915931909,,666.78
2326454201842780,,507.29
4061472662442895,,187.8
6011601467991914,,661.93
4916765893217144,,158.06
6011561528048270,,602.92
3528653784700026,,531.56
4526010227266026,,281.5
5451451896920186,,548.64
4532156644007501,,53.77
5171669651770038,,988.33
4485705711626689,,950.43
6011427485327851,,180.65
4916332158797029,,406.6
6011696017870402,,682.74
5276484508794957,,233.85
4226761288222612,,179.86
4916601029425956,,526.42
5482603321959170,,110.18
4929557710036194,,113.53
6011895761679080,,871.0
4485499597259,,356.42
4929967524093481,,511.19
5122666857620819,,448.98
5150112814173654,,338.12
4302600715062463,,302.48
2566891368645523,,127.67
6011325050780902,,401.03
2304748946116509,,554.18
4916225062662398,,449.31
2720730837404968,,998.65
4868410749705,,929.22
4485133146305227,,880.82
4556461550066520,,865.34
5580651704159679,,616.17
349716199355380,,702.73
6011790402194047,,423.68
2397621046134854,,857.06
2221141707094943,,695.31
5250678116359463,,185.0
4539247239880817,,362.78
4916875661954,,770.71
373478267538806,,11.72
2720812369940716,,135.69
4916097906656963,,353.03
4532797146261,,153.98
5575102329027435,,310.51
5289781153104936,,455.03
6011051436076464,,150.11
6011913959355940,,239.89
2666006623362678,,114.14
2633595484681267,,797.85
6011332901982810,,97.42
2508718032856239,,41.81
5138940018821471,,15.31
6011718346338107,,293.45
370532190966048,,719.08
4556857285044924,,762.7
5371516747755853,,232.01
5172526827254223,,236.03
3528643374933038,,626.99
4532784996892,,653.4
6011195701277107,,884.63
5257843060835016,,72.16
2720145131752550,,634.53
6011788474042383,,363.99
6011296325702387,,464.65
3528325390009817,,370.3
4539934044025049,,847.84
5201798083416136,,403.67
4485591981250099,,68.94
6011478371908825,,155.37
5504964632056146,,64.79
5525160656475255,,192.38
2315421614567398,,866.01
2221463712274421,,202.56
2307759706964092,,461.67
4929327207839,,784.62
5480499065505333,,990.42
6011891172256907,,767.25
4929818582430943,,199.58
4485403981350541,,920.18
5484667822887113,,709.11
4556051641735975,,497.44
2720468057946885,,787.67
3528003633201265,,692.04
3589076161437796,,640.27
4532038193581906,,277.29
4556087901778057,,367.21
5413134826729490,,3.63
5440128878002530,,573.46
4485130870257699,,611.31
4251394734918019,,280.68
2451514141648311,,906.72
2221589828194150,,241.36
6011823131738501,,810.32
4532189414549816,,284.64
371882628433759,,240.04
4916341755968099,,854.44
4556726657012902,,382.28
2221995229150321,,767.18
4402048108613378,,463.7
2221438821071405,,834.78
2720566246352798,,857.49
2359872845588917,,122.95
5349639192530016,,128.18
5547227411277674,,845.92
4532135052013086,,383.45
4929477739490,,101.3
5526965779130333,,233.62
2610488999760601,,359.81
5348487270559122,,786.27
344273197230004,,304.04
4929044499621462,,528.86
2221428148461090,,832.5
5360055274652079,,230.44
5559434799363473,,47.35
4485348896382420,,914.7
4485652270249422,,21.11
4556035097237974,,830.15
6011004350443350,,189.39
4024007174981737,,447.23
4351379732408385,,331.74
5351469704037374,,925.32
4485204660780176,,461.57
5140430486754418,,743.45
4485678577246522,,965.59
2720928582801368,,919.03
4485550463636001,,687.52
3528725766596679,,234.59
2414943355181337,,956.91
3528497661601273,,343.42
4916655295076489,,92.32
5130000723631646,,483.54
4556690858768359,,118.76
4485291938800,,422.5
4532071200337657,,686.35
373261823247769,,65.06
4916405104517954,,525.19
4916413362375792,,19.56
5320638260468888,,61.36
341779409568802,,490.18
4539310012789,,68.35
4556315336611852,,913.69
344476905026701,,401.42
5154410613388788,,958.43
4929860948108052,,199.49
4716582193820895,,123.18
4539750994488213,,895.45
2338215330113534,,393.59
4485966843697853,,144.6
6011538806187517,,966.92
5552331475865200,,964.87
4539911792497950,,665.66
2221648351608653,,326.94
2520252746901713,,643.96
2720657559623790,,1.0
3528335086738231,,514.78
6011151875356599,,263.56
2592195798014666,,866.87
4929280079555,,560.26
3528514097806340,,964.83
343273271163387,,947.7
4716207086075650,,277.08
4532183889095678,,714.99
2221216102661320,,285.83
4539774106168,,472.58
6011401765029974,,915.78
5322409565138123,,364.91
4645602534813478,,859.05
6011792640102527,,152.83
4024007101010790,,536.34
4556479778513644,,977.86
2339487392331523,,670.27
4916283013296485,,224.84
2358098235777628,,91.99
4929503580561,,898.55
4485009204498098,,132.2
6011800437503912,,778.89
3589173639027190,,397.79
3589627797906560,,227.5
3528837143275420,,655.41
2677024536163254,,630.78
5487533552622087,,430.91
379871501863853,,274.69
5484216427993866,,240.0
4929518390527,,82.56
6011179553194370,,331.04
3528233261204246,,229.47
4485530984469850,,627.74
4929541397313654,,642.73
344197221536658,,250.83
4716395223024,,590.34
2476420648160316,,549.0
4929071286170817,,804.61
4916517473192332,,9.12
2577969479388774,,916.39
4539799881562663,,445.42
2494427001487333,,489.83
5193020355861653,,348.52
4556493346941,,651.53
5121605887607462,,778.72
2720829322019859,,405.67
3589390030775520,,889.16
2326104504419493,,774.94
4916426290383928,,861.17
4532537979338894,,908.33
4539056691466142,,720.15
3528400018033398,,465.9
3528843366347250,,670.12
2596678440595865,,428.88
4539076099129688,,221.8
4539821318139,,953.03
2475314925734631,,984.9
4539718479722166,,802.05
2676390739118895,,464.82
6011834350488231,,72.29
4539995727434709,,732.07
2221057488339374,,800.87
4716096954234055,,193.25
2720130700545411,,21.39
6011937221570374,,387.51
5190409420128367,,97.6
4024007119992971,,445.88
4532447289939136,,703.03
5587838491526367,,227.41
4916402089882917,,718.2
4632209927784293,,195.01
5360268464245238,,255.98
4539758826877990,,49.23
4306171522961,,985.27
4716199768869,,527.1
4716168300712223,,982.11
4024007105378,,808.13
4532664587492820,,196.26
2540266592892475,,182.03
4556665123995,,70.09
6011655503943040,,388.13
2221101500075036,,341.68
4485815472168803,,814.75
5279652411105753,,949.31
4916167536270681,,172.69
6011686634925010,,914.23
5523683910790369,,351.91
4556841684974931,,983.21
4929733653786190,,587.65
5520623829479475,,766.99
3528371745196545,,418.76
4532358383618197,,475.02
4772401312840844,,488.5
4539129951678324,,750.95
2474077717262258,,125.07
4929475799836808,,702.09
2646905533433427,,5.26
4916689903601073,,128.99
5483020772769561,,537.37
347419599923582,,283.64
2394108319074796,,1.16
4539020310426309,,103.35
4556027356062656,,260.09
2221695998405902,,975.42
4485825161913690,,271.13
5372885426470665,,538.94
5514390637880231,,606.5
2442607698969122,,66.5
4916534892912448,,588.43
4556391397925952,,974.33
5287193756773707,,332.42
4716585469032780,,149.99
3528264447849307,,209.03
6011517890503771,,531.24
4929373132643132,,44.83
4539498183417227,,427.93
4024007137080676,,900.91
4309701262255782,,723.34
5244681084365248,,549.57
2221077562805918,,783.54
4024007133314822,,549.72
4716440720909899,,153.95
2518410542190360,,691.98
4485125080029532,,108.5
2372757354947401,,42.43
6011995036838113,,890.85
2467217975332026,,811.72
5455355943950334,,285.84
4485831558635003,,735.76
4532425265056356,,996.68
5215105273678117,,537.92
340566608428123,,987.98
4539534838399095,,981.61
2494963547263093,,203.95
5266703982259035,,909.58
6011898556872001,,373.96
4485331258183917,,254.43
6011328849071542,,776.39
4916759064432,,417.67
4485740672394928,,700.48
5321448367624154,,138.67
5430818109913388,,472.13
2340994959069047,,135.0
5243006046617893,,925.62
4485532552104687,,511.45
4485515707386812,,489.49
2221975874691571,,726.86
6011125170430259,,616.78
4374333030192202,,724.7
3528946899259858,,714.73
4929932524370677,,944.39
4916007285235834,,710.21
2720183066174391,,998.11
3589757110862586,,512.12
4916777030410508,,132.38
4716122962906284,,622.18
5358196915495389,,857.39
4024007187371371,,861.7
2307007403939839,,230.07
2720912516680049,,108.24
3589458398205479,,616.77
3528702679401685,,101.9
4556662338303438,,874.06
2599479443619803,,968.91
6011533483135582,,862.82
4024007145133442,,7.09
3528400575490239,,303.94
5355923062135721,,128.2
5400120804724566,,112.74
4539264185912,,289.15
4916368468380270,,447.29
4916507924882276,,949.42
4532601084956568,,739.61
4929764382792027,,112.91
2720251884483656,,454.27
4929341311377,,373.85
5472716382432309,,986.07
4716442983034340,,499.05
5136626103329726,,465.97
2306270243414360,,413.99
2440981491380171,,155.79
4201647335444367,,405.5
4485864639223,,76.39
4532290681391864,,298.78
3589709919085315,,461.13
5177688083516227,,841.76
4485992261638393,,826.38
5521828933045851,,602.39
4539104717139457,,479.16
4165786516809040,,527.7
5305552554979287,,745.57
4916871960555612,,599.64
4485503677592700,,97.92
4716050998021812,,249.94
6011259648914212,,429.34
5113337488123075,,76.06
5499923333848232,,710.6
4485511227422,,628.24
5312003762353064,,968.69
2720094927634020,,86.89
4532743497608731,,188.72
2720875587928433,,138.76
2577582108642220,,411.84
5338836527714785,,197.96
4916974138760807,,876.85
4556313775206623,,824.17
2221690912300347,,96.71
4916940447564677,,532.67
2537309773207868,,784.51
2620954133369235,,766.96
4024007148402,,511.78
4024007103738,,237.94
2692226479027526,,301.19
5165675646861236,,453.57
3528389847212150,,753.95
6011805928834619,,375.2
2221392331446518,,179.42
5517369695520878,,944.34
4556939286883,,771.48
4999541250932579,,7.44
3528125549830364,,854.73
2521712899827956,,592.72
2615448116604129,,86.32
4929032244711357,,510.7
3528459019862908,,257.09
4539723171279077,,587.22
5439950501456624,,932.88
6011890418319941,,752.84
4929974126702196,,731.68
4532865741442219,,608.83
6011452605868121,,686.24
5288945215798743,,503.82
2699531468202193,,335.21
4716062344087,,905.58
4102221334369577,,23.72
3589708413810699,,625.11
3528170556756078,,996.49
4024007110261,,397.89
6011092327199155,,183.15
2630870700299027,,811.14
2720473204195980,,231.22
378145143913439,,71.94
5302678719401272,,331.9
